KldB_Code,KldB_Label,ESCO_Code,ESCO_Label
B 84213-145,Lehrlogopäde/Lehrlogopädin,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84223-144,Fachkraft in der überbetrieblichen Aus- und Weiterbildung,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84214-130,Lehrkraft für Naturwissenschaften und Technik,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84224-109,Berufspädagoge/Berufspädagogin,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84214-135,Lehrer/Lehrerin an beruflichen Schulen,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84223-170,Aus- und Weiterbildungspädagoge/Aus- und Weiterbildungspädagogin,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84214-156,Ingenieurpädagoge/Ingenieurpädagogin,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 84213-231,Praxisanleiter/Praxisanleiterin für Notfallsanitäter,81f8d141-3f67-4fb0-a349-db0147ef7b3a,Lehrkraft im Bereich Berufsbildung
B 41312-101,Chemiebetriebsjungwerker/Chemiebetriebsjungwerkerin,81f8ea60-41d4-434a-b0fc-f870e83e7e27,Düngemittelmischer/Düngemittelmischerin
B 41312-102,Chemikant/Chemikantin,81f8ea60-41d4-434a-b0fc-f870e83e7e27,Düngemittelmischer/Düngemittelmischerin
B 41312-108,Produktionsfachkraft Chemie,81f8ea60-41d4-434a-b0fc-f870e83e7e27,Düngemittelmischer/Düngemittelmischerin
B 63212-103,Hotelkaufmann/Hotelkauffrau,82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63212-105,Hotelsekretär/Hotelsekretärin,82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63212-106,Staatlich geprüfter Assistent/Staatlich geprüfte Assistentin für Hotelmanagement,82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63222-100,Hotelfachmann/Hotelfachfrau,82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63222-104,Reservierungssachbearbeiter/Reservierungssachbearbeiterin (Hotel),82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63221-130,Empfangsmitarbeiter/Empfangsmitarbeiterin (Hotel),82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63293-107,Empfangschef/Empfangschefin (Hotel),82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 63212-115,Kaufmann/Kauffrau für Hotelmanagement,82025c02-9082-416c-998b-f51eb0359ee6,Empfangsmitarbeiter in einem Beherbergungsbetrieb/Empfangsmitarbeiterin in einem Beherberungsbetrieb
B 51613-101,Betriebswirt/Betriebswirtin (Fachschule) für Verkehr,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51624-100,Logistiker/Logistikerin,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71304-103,Master of Business Administration,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-108,Betriebswirt/Betriebswirtin (Fachschule/Ausbildung) für allgemeine Betriebswirtschaft,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-109,Technischer Betriebswirt (Weiterbildung)/Technische Betriebswirtin (Weiterbildung),823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-111,Betriebswirt/Betriebswirtin (Fachschule) für Produktionswirtschaft,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-112,Praktischer Betriebswirt/Praktische Betriebswirtin,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51613-104,Geprüfter Verkehrsfachwirt/Geprüfte Verkehrsfachwirtin,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-130,Geprüfter Betriebswirt/Geprüfte Betriebswirtin nach dem Berufsbildungsgesetz - Master Professional in Business Management nach dem Berufsbildungsgesetz,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-146,Betriebswirt/Betriebswirtin (Fachschule) - international,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51623-118,Betriebswirt/Betriebswirtin (Fachschule) für Logistik,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71303-156,Fachwirt/Fachwirtin für betriebliches Management,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71304-114,Betriebswirt/Betriebswirtin (Hochschule),823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71304-115,Betriebswirt/Betriebswirtin (Hochschule) für Industrie,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71304-116,Betriebswirt/Betriebswirtin (Hochschule) für Internationale Wirtschaft,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51624-113,Betriebswirt/Betriebswirtin (Hochschule) für Logistik,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51614-102,Betriebswirt/Betriebswirtin (Hochschule) für Verkehr,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51393-109,Geprüfter Logistikmeister/Geprüfte Logistikmeisterin,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51613-106,Betriebswirt/Betriebswirtin (Ausbildung) für Verkehr/Logistik,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51694-103,Leiter/Leiterin für Logistik,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 71304-118,Betriebswirt/Betriebswirtin (Hochschule) für Handwerksmanagement,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51623-132,Geprüfter Fachwirt/Geprüfte Fachwirtin für Logistiksysteme,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 51623-133,Geprüfter Fachwirt/Geprüfte Fachwirtin für Güterverkehr und Logistik,823db06f-25e1-4658-b063-d6ef956b41f5,Logistik- und Vertriebsmanager/Logistik- und Vertriebsmanagerin
B 21293-102,Werkstein- und Terrazzoherstellermeister/Werkstein- und Terrazzoherstellermeisterin,8249697a-3dc8-417d-9acf-3a7e0864069a,Polier Fußbodenlegearbeiten/Polierin Fußbodenlegearbeiten
B 33393-102,Geprüfter Polier/Geprüfte Polierin - Ausbau,8249697a-3dc8-417d-9acf-3a7e0864069a,Polier Fußbodenlegearbeiten/Polierin Fußbodenlegearbeiten
B 33193-104,Estrichlegermeister/Estrichlegermeisterin,8249697a-3dc8-417d-9acf-3a7e0864069a,Polier Fußbodenlegearbeiten/Polierin Fußbodenlegearbeiten
B 33393-128,Werkpolier/Werkpolierin - Ausbau,8249697a-3dc8-417d-9acf-3a7e0864069a,Polier Fußbodenlegearbeiten/Polierin Fußbodenlegearbeiten
B 63123-100,Sportfachwirt/Sportfachwirtin,825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 63123-101,Fitnessfachwirt/Fitnessfachwirtin,825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 53193-107,Geprüfter Meister/Geprüfte Meisterin für Bäderbetriebe,825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 63194-103,Betriebsleiter/Betriebsleiterin - Gesundheitswesen/Freizeit/Fitness,825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 63124-101,"Sportmanager, Sportökonom / Sportmanagerin, Sportökonomin",825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 63123-103,Betriebswirt/Betriebswirtin (Fachschule) für Sportmanagement,825ab049-2f0c-4acf-b402-9c6bb51acca2,Leiter einer Sporteinrichtung/Leiterin einer Sporteinrichtung
B 62232-100,Kaufmann/Kauffrau im Einzelhandel Fachbereich Spielwaren,8269720b-49c7-4185-ad7e-05d8d31ac041,Fachverkäufer für Spielwaren/Fachverkäuferin für Spielwaren
B 62232-102,Fachverkäufer/Fachverkäuferin für Spielwaren,8269720b-49c7-4185-ad7e-05d8d31ac041,Fachverkäufer für Spielwaren/Fachverkäuferin für Spielwaren
B 84213-102,Unterrichtsentbindungspfleger/Unterrichtshebamme,8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,Lehrkraft für Krankenpflege- und Geburtshilfekräfte
B 84213-103,Unterrichtspfleger/Unterrichtsschwester,8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,Lehrkraft für Krankenpflege- und Geburtshilfekräfte
B 84213-152,Praxisanleiter/Praxisanleiterin - Pflegeberufe,8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,Lehrkraft für Krankenpflege- und Geburtshilfekräfte
B 84213-160,Lehrkraft - Schulen im Gesundheitswesen,8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,Lehrkraft für Krankenpflege- und Geburtshilfekräfte
B 84214-132,Pflegepädagoge/Pflegepädagogin,8289625a-c1c1-4a49-8ddd-37be4c3cd3fc,Lehrkraft für Krankenpflege- und Geburtshilfekräfte
B 81723-101,Ergotherapeut/Ergotherapeutin,82cbe20d-967c-4161-9ecd-eafc724d171c,Ergotherapieassistent/Ergotherapieassistentin
B 81722-100,Fachassistent/Fachassistentin für Hirnleistungstraining,82cbe20d-967c-4161-9ecd-eafc724d171c,Ergotherapieassistent/Ergotherapieassistentin
B 41422-101,Rissprüfer/Rissprüferin,82d75f3b-644a-4582-ad6b-a2a1833e44cb,Experte für zerstörungsfreie Prüfung/Expertin für zerstörungsfreie Prüfung
B 41422-102,Röntgenkontrolleur (Metallprüfer)/Röntgenkontrolleurin (Metallprüferin),82d75f3b-644a-4582-ad6b-a2a1833e44cb,Experte für zerstörungsfreie Prüfung/Expertin für zerstörungsfreie Prüfung
B 27312-133,Güte- und Materialprüfer/Qualitätsfachmann / Güte- und Materialprüferin/Qualitätsfachfrau,82d75f3b-644a-4582-ad6b-a2a1833e44cb,Experte für zerstörungsfreie Prüfung/Expertin für zerstörungsfreie Prüfung
B 41422-129,Werkstoffprüfer/Werkstoffprüferin Fachrichtung Systemtechnik,82d75f3b-644a-4582-ad6b-a2a1833e44cb,Experte für zerstörungsfreie Prüfung/Expertin für zerstörungsfreie Prüfung
B 82312-102,Friseur/Friseurin,82dea303-26e1-4bbc-a07c-cff3cac6b50e,Haarstylist/Haarstylistin
B 82342-101,Maskenbildner/Maskenbildnerin,82dea303-26e1-4bbc-a07c-cff3cac6b50e,Haarstylist/Haarstylistin
B 42124-124,Paläontologe/Paläontologin,82e37849-30ec-4461-a40e-263d4c984f88,Paläontologe/Paläontologin
B 93693-106,Zupfinstrumentenmachermeister/Zupfinstrumentenmachermeisterin,82ea66b0-0f9c-44ed-94bc-0c5b829531b3,Gitarrenbauer/Gitarrenbauerin
B 93612-102,Zupfinstrumentenmacher/Zupfinstrumentenmacherin (ohne Fachrichtungen),82ea66b0-0f9c-44ed-94bc-0c5b829531b3,Gitarrenbauer/Gitarrenbauerin
B 93604-100,Musikinstrumentenbauer/Musikinstrumentenbauerin (Hochschule),82ea66b0-0f9c-44ed-94bc-0c5b829531b3,Gitarrenbauer/Gitarrenbauerin
B 93612-126,Zupfinstrumentenmacher/Zupfinstrumentenmacherin Fachrichtung Gitarrenbau,82ea66b0-0f9c-44ed-94bc-0c5b829531b3,Gitarrenbauer/Gitarrenbauerin
B 43103-104,Informatiker/Informatikerin (Weiterbildung),82f90e87-de92-4678-adae-61d3e5f7e1e4,IT-Leiter/IT-Leiterin
B 43394-103,Leiter/Leiterin der IT,82f90e87-de92-4678-adae-61d3e5f7e1e4,IT-Leiter/IT-Leiterin
B 43494-101,Leiter/Leiterin - Programmierung,82f90e87-de92-4678-adae-61d3e5f7e1e4,IT-Leiter/IT-Leiterin
B 43294-101,Leiter/Leiterin - Benutzerservicezentrum (EDV),82f90e87-de92-4678-adae-61d3e5f7e1e4,IT-Leiter/IT-Leiterin
B 43494-104,Leiter/Leiterin - Anwendungsentwicklung (EDV),82f90e87-de92-4678-adae-61d3e5f7e1e4,IT-Leiter/IT-Leiterin
B 92203-106,Campaigner/Campaignerin,82fe0140-7069-47f9-a7d4-d63a611cb5bd,Wahlkampfleiter/Wahlkampfleiterin
B 26303-100,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Elektrotechnik (ohne Schwerpunkt),83191970-020d-4350-b2e0-be971533d286,Produktionsleiter Elektronik/Produktionsleiterin Elektronik
B 26393-115,Industriemeister/Industriemeisterin Fachrichtung Elektrotechnik Schwerpunkt Nachrichtentechnik/Informationstechnik,83191970-020d-4350-b2e0-be971533d286,Produktionsleiter Elektronik/Produktionsleiterin Elektronik
B 26393-116,"Industriemeister/Industriemeisterin Fachrichtung Elektrotechnik Schwerpunkt Mess-, Steuerungs- und Regelungstechnik",83191970-020d-4350-b2e0-be971533d286,Produktionsleiter Elektronik/Produktionsleiterin Elektronik
B 26393-119,Industriemeister/Industriemeisterin Fachrichtung Elektrotechnik Schwerpunkt Elektronik,83191970-020d-4350-b2e0-be971533d286,Produktionsleiter Elektronik/Produktionsleiterin Elektronik
B 26393-120,Industriemeister/Industriemeisterin Fachrichtung Elektrotechnik,83191970-020d-4350-b2e0-be971533d286,Produktionsleiter Elektronik/Produktionsleiterin Elektronik
B 84513-100,Fahrlehrer/Fahrlehrerin,834aab9b-2246-4c3e-ab4a-cf3de1267e1a,Autofahrlehrer/Autofahrlehrerin
B 71424-101,Dolmetscher/Übersetzer / Dolmetscherin/Übersetzerin,83588a0e-b63d-4483-a884-06f1e3a1a4be,Leiter einer Übersetzungsagentur/Leiterin einer Übersetzungsagentur
B 24222-114,Werkzeugschleifer/Werkzeugschleiferin,835d118e-11db-4b11-b055-d78bfe426cac,Werkzeugschleifer/Werkzeugschleiferin
B 27304-164,Wirtschaftsingenieur/Wirtschaftsingenieurin,836f0a96-7546-4003-9fc8-714fc79199d4,Vertragsingenieur/Vertragsingenieurin
B 51132-105,Matrose/Matrosin,837502a6-57d9-4df4-903a-8a67dd53927f,Matrose der Binnenschifffahrt/Matrosin der Binnenschifffahrt
B 25112-102,Fertigungsmechaniker/Fertigungsmechanikerin,839d738b-8b54-4408-868a-6d8af102d2de,Schienenfahrzeugmonteur/Schienenfahrzeugmonteurin
B 61212-100,Kaufmann/Kauffrau im Groß- und Außenhandel Fachrichtung Außenhandel,83b30677-6468-4a04-b20c-15daf6bc8fb5,"Import-/Exportsachbearbeiter für Computer, Peripheriegeräte und Software/Import-/Exportsachbearbeiterin für Computer, Peripheriegeräte und Software"
B 83154-100,Schwangerschaftskonfliktberater/Schwangerschaftskonfliktberaterin,83dc2d94-9e30-493a-bd93-6346e05fe146,Familienplanungsberater/Familienplanungsberaterin
B 29242-100,Fischverarbeiter/Fischverarbeiterin,83de6811-975d-4f7c-b81e-604c0c17e800,Fischproduktionsfachkraft
B 29242-106,Fischwerker/Fischwerkerin,83de6811-975d-4f7c-b81e-604c0c17e800,Fischproduktionsfachkraft
B 94334-100,Hörfunk- und Fernsehsprecher/Hörfunk- und Fernsehsprecherin,83e45d86-1bce-45c5-ba8b-097738f9f28b,Nachrichtenmoderator/Nachrichtenmoderatorin
B 94334-105,Sprecher/Sprecherin (Fernsehen/Film/Rundfunk),83e45d86-1bce-45c5-ba8b-097738f9f28b,Nachrichtenmoderator/Nachrichtenmoderatorin
B 94334-122,"Moderator/Moderatorin (Funk, Fernsehen)",83e45d86-1bce-45c5-ba8b-097738f9f28b,Nachrichtenmoderator/Nachrichtenmoderatorin
B 53111-124,Pförtner/Pförtnerin,842d4d83-7e18-493a-a4a6-3f2a36504b18,Sicherheitsbediensteter - Zugangskontrolle/Sicherheitsbedienstete Zugangskontrolle
B 81504-103,Fachtierarzt/Fachtierärztin,8467dda9-34c6-4c6f-aa37-e7bddffac007,Angehöriger der mit der Gesundheit von Wassertieren befassten Berufe/Angehörige der mit der Gesundheit von Wassertieren befassten Berufe
B 71303-100,Geprüfter Betriebswirt/Geprüfte Betriebswirtin nach der Handwerksordnung,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 72224-103,Versicherungskalkulator/Versicherungskalkulatorin,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-102,Betriebswirt/Betriebswirtin (Fachschule) für Unternehmensführung,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 72223-101,Kostenrechner/Kostenrechnerin,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 72294-102,Leiter/Leiterin der Kostenrechnung,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-103,Geprüfter Industriefachwirt/Geprüfte Industriefachwirtin,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-103,Master of Business Administration,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-108,Betriebswirt/Betriebswirtin (Fachschule/Ausbildung) für allgemeine Betriebswirtschaft,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-109,Technischer Betriebswirt (Weiterbildung)/Technische Betriebswirtin (Weiterbildung),84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-111,Betriebswirt/Betriebswirtin (Fachschule) für Produktionswirtschaft,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-112,Praktischer Betriebswirt/Praktische Betriebswirtin,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-130,Geprüfter Betriebswirt/Geprüfte Betriebswirtin nach dem Berufsbildungsgesetz - Master Professional in Business Management nach dem Berufsbildungsgesetz,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-185,Technischer Betriebswirt/Technische Betriebswirtin im Handwerk,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-134,Fachwirt/Fachwirtin für Arbeitsstudium und Betriebsorganisation,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-141,Fachwirt/Fachwirtin - Wirtschaft,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-146,Betriebswirt/Betriebswirtin (Fachschule) - international,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71303-156,Fachwirt/Fachwirtin für betriebliches Management,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-114,Betriebswirt/Betriebswirtin (Hochschule),84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-115,Betriebswirt/Betriebswirtin (Hochschule) für Industrie,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-116,Betriebswirt/Betriebswirtin (Hochschule) für Internationale Wirtschaft,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 72224-100,Kostenanalytiker/Kostenanalytikerin,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 72224-101,Betriebswirt/Betriebswirtin (Hochschule) für Kostenrechnung und Kalkulation,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-118,Betriebswirt/Betriebswirtin (Hochschule) für Handwerksmanagement,84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 71304-119,"Betriebswirt/Betriebswirtin (Hochschule) für Unternehmensführung, Management",84871c2a-abd1-45eb-b03a-65e51a26fd84,Kostenanalyst/Kostenanalystin
B 63382-101,Bankettleiterassistent/Bankettleiterassistentin,84931290-ad27-45ad-b611-9556c5facbdb,Veranstaltungsassistent/Veranstaltungsassistentin
B 63402-100,Veranstaltungskaufmann/Veranstaltungskauffrau,84931290-ad27-45ad-b611-9556c5facbdb,Veranstaltungsassistent/Veranstaltungsassistentin
B 63402-101,Staatlich geprüfter Wirtschaftsassistent/Staatlich geprüfte Wirtschaftsassistentin Schwerpunkt Musik,84931290-ad27-45ad-b611-9556c5facbdb,Veranstaltungsassistent/Veranstaltungsassistentin
B 63402-102,Mitarbeiter/Mitarbeiterin im Künstlerischen Betriebsbüro,84931290-ad27-45ad-b611-9556c5facbdb,Veranstaltungsassistent/Veranstaltungsassistentin
B 28213-102,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Bekleidungstechnik Schwerpunkt Bekleidungsgestaltung,849a656c-8559-4471-91ed-442c42b0b641,CAD-Fachkraft Bekleidung
B 28222-147,Staatlich geprüfter Bekleidungstechnischer Assistent/Staatlich geprüfte Bekleidungstechnische Assistentin,849a656c-8559-4471-91ed-442c42b0b641,CAD-Fachkraft Bekleidung
B 28223-103,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Bekleidungstechnik,849a656c-8559-4471-91ed-442c42b0b641,CAD-Fachkraft Bekleidung
B 27223-157,CAD-Fachkraft (ohne Schwerpunkt),849a656c-8559-4471-91ed-442c42b0b641,CAD-Fachkraft Bekleidung
B 42113-100,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Geologietechnik,84cb6e91-ce11-409e-9306-23c9698631af,Bodenprüftechniker/Bodenprüftechnikerin
B 42112-100,Geologielaborant/Geologielaborantin,84cb6e91-ce11-409e-9306-23c9698631af,Bodenprüftechniker/Bodenprüftechnikerin
B 41432-102,Baustoffprüfer/Baustoffprüferin Fachrichtung Boden,84cb6e91-ce11-409e-9306-23c9698631af,Bodenprüftechniker/Bodenprüftechnikerin
B 11522-105,Tierpfleger/Tierpflegerin Fachrichtung Tierheim und Tierpension,84cdc2ef-ee7c-42b1-be19-5e1c6b537f8f,Tiersitter/Tiersitterin
B 11501-102,Helfer/Helferin in der Tierpflege,84cdc2ef-ee7c-42b1-be19-5e1c6b537f8f,Tiersitter/Tiersitterin
B 22102-110,Verfahrensmechaniker/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik Fachrichtung Bauteile,84d45916-eef7-4c58-a73c-3639c9965014,Kunststoffmöbelmacher/Kunststoffmöbelmacherin
B 22102-122,Verfahrensmechaniker/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik (mit Schwerpunkten),84d45916-eef7-4c58-a73c-3639c9965014,Kunststoffmöbelmacher/Kunststoffmöbelmacherin
